Price,Rooms,Area,Stage,Location,Description,Stage description
319.00,3,66.50,7,Poznań Rataje ul. Os. Stare Żegrze,Weychan Nieruchomości Beata Długosz tel.: 516 427 512 poleca mieszkanie na Ratajach os. Stare Żegrze. Pow. 66 5 mkw 3 pokoje piętro 7/11. Rozkład pomieszczeń: - pokoje 22 12 i 9 mkw z największego wyjście na loggię; - oddzielna kuchnia z...,siódme piętro
273.00,3,79.00,14,Poznań Rataje Malta Starołęka Chartowo Śródk ul. Armii Krajowej,Przedmiotem sprzedaży jest 3- pokojowe mieszkanie położone na Ratajach na Osiedlu Armii Krajowej usytuowane na XIV piętrze w WYSOKIM BLOKU. Łączny metraż mieszkania wynosi 79m2.Układ pomieszczeń niezależny. Pokoje o powierzchni 25; 12 4 i 11 6...,czternaste piętro
209.00,2,40.00,10,Poznań Grunwald Górczyn Ogrody Łazarz Centrum ul. Kordeckiego- Niezależy Układ Balkon!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Górczynie ( ul. Kordeckiego ). Na 39 50 m2 składają się dwa ustawne pokoje osobna...,dziesiąte piętro
364.00,3,65.00,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,Polecam na sprzedaż mieszkanie w nowo odrestaurowanej kamienicy w budynku oficynowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! możliwość wydzielenia dwóch lub trzech pokoi...,pierwsze piętro
219.00,1,39.00,3,Poznań Centrum ul. Wroniecka,KAWALERKA w samym sercu POZNANIA 5min. pieszo do STAREGO RYNKU! Mieszkanie - 39 m2 położone na trzecim piętrze. Obecnie jest to kawalerka z możliwością przerobienia na 2 pokoje. Kuchnia oddzielna z oknem. Łazienka wyposażona w kabinę..., trzecie
180.00,2,38.00,2,Poznań Łazarz Górczyn Wilda ul. Klaudyny Potockiej,Polecamy na sprzedaż 2-pokojowe mieszkanie na Łazarzu. Mieszkanie mieści się na 2 piętrze niskiego bloku z cegły z 1964r. przy ul. Klaudyny Potockiej. Mieszkanie składa się z 2 pokoi 18m z wyjściem na balkon ok 4m i 8m kuchni 2 5m łazienki..., drugie piętro 
185.00,2,38.00,4,Poznań Grunwald,OKAZJA! Zapraszam do zapoznania się z ofertą mieszkania położonego na poznańskim Grunwaldzie. Zdecydowanym atutem nieruchomości jest jej lokalizacji- szybka komunikacja z centrum miasta (ok. 10 minut do Ronda Kaponiera) a jednocześnie bliskość...,czwarte piętro
290.45,2,47.60,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,czwarte piętro
155.00,2,53.00,1,Poznań Owińska ul. Owińśka,MOŻLIWE WSPARCIE W PROGRAMIE MDM !!! Polecam na sprzedaż 2 pokojowe w Owińskach. Mieszkanie znajduje się na pierwszym piętrze w zabytkowym młynie. Teren przepiękny. Mieszkanie po kapitalnym remoncie. Piękna nowoczesna łazienka 3 4 m2....,pierwsze piętro
549.00,3,81.00,3,Poznań Winogrady ul. Żniwna,Polecam na sprzedaż piękne mieszkanie usytuowane na trzecim piętrze mieszkania przy ulicy Żniwnej. Apartament składa się z 3 pokoi z pięknym widokiem na oddalony o 100 m Park Cytadela. Na podłodze w salonie parkiet z drewna jesionowego w..., trzecie
241.88,2,39.98,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,pierwsze piętro
247.50,1,41.33,2,Poznań Winogrady ul. Żniwna,KUPUJĄCY NIE PŁACI PROWIZJI Przedmiotowa nieruchomość zlokalizowana jest w północnej części miasta Poznania przy ulicy Żniwnej. Bezpośrednie sąsiedztwo nieruchomości stanowią tereny zabudowy mieszkaniowej jednorodzinnej oraz wielorodzinnej..., drugie piętro 
690.00,5,138.00,1,Poznań Centrum,APARTAMENT W CENTRUM Polecam na sprzedaż mieszkanie w nowym budownictwie tuż nad Wartą o powierzchni 138 mkw. Mieszkanie składa się z przestrzeni jasnego i ciepłego pokoju dziennego z wystawą wschodnią o powierzchni 28 mkw z wyjściem na...,pierwsze piętro
275.00,2,48.58,4,Poznań Stare Miasto ul. Piaskowa,BT licencjonowany pośrednik gwarancją BEZPIECZNEJ TRANSAKCJI Na sprzedaż mieszkanie poddaszowe o pow. użytkowej 48 58 m2 (po podłodze: 55 47 m2) zlokalizowane w zrewitalizowanej kamienicy z 1905 roku przy skrzyżowaniu ul. Garbary / Estkowskiego....,czwarte piętro
255.00,2,58.00,2,Poznań ul. Rolna,Polecam do sprzedaży przestronne słoneczne mieszkanie przy ul. Rolnej w budynkach powojskowych . Duże dwa pokoje o pow ok 18 i 20 m2 oraz spora kuchnia z dużym oknem łazienka z wanną . Piec gazowy dwufunkcyjny firmy Junkers w łazience...., drugie piętro 
202.13,1,34.26,1,Poznań Winogrady ul. Hawelańska Lechicka,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....,pierwsze piętro
220.00,2,43.70,2,Poznań Nowe Miasto Rataje,Na sprzedaż do remontu dwupokojowe mieszkanie na osiedlu Piastowskim! Budynek z 1969 roku. Mieszkanie o powierzchni 43 7m2 składające się z: - przedpokoju 6 0 m2 - łazienki 2 9 m2 - kuchni 4 5 m2 - pokoju 16 0 m2 - pokoju 14 3 m2 Do..., drugie piętro 
302.42,1,31.21,3,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i..., trzecie
499.00,2,59.00,5,Poznań Centrum Stary Rynek Stare Miasto ul. Garbary Solna Wysoki Standard! Nowe! Okna,Przedmiotem sprzedaży jest mieszkanie 2-pokojowe w nowym apartamentowcu przy skrzyżowaniu ulic Solna/Garbary. Mieszkanie usytuowane na V piętrze od strony dziedzińca z fontanną co zapewnia ciszę i spokój. Lokal składa się z salonu połączonego z...,piąte piętro
600.00,3,60.15,1,Poznań Chwaliszewo ul. Tylne Chwaliszewo,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjne nowocześnie zaaranżowane mieszkanie zlokalizowane w samym sercu miasta. Ulica Tylne...,pierwsze piętro
239.17,2,38.89,3,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja..., trzecie
488.34,4,77.96,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,siódme piętro
210.00,2,38.00,2,Poznań Łazarz ul. Łukaszewicza,Zapraszam do zapoznania się z ofertą mieszkania 2 pokojowego zlokalizowanego na 2 piętrze w niskim bloku przy ulicy Łukaszewicza. Na pełen metraż 38 m2 składają się z 2 niezależne pokoje (pow ok 12m2 12m2) kuchnia korytarz łazienka...., drugie piętro 
275.00,3,53.00,1,Poznań Winogrady ul. Oś. Zwycięstwa 26,Mieszkanie zostało SPRZEDANE. Dziękujemy za duże zainteresowanie. MIESZKANIE 53 m2 / POZNAŃ / WINOGRADY / OŚ ZWYCIĘSTWA 26 CENA: 275 000 00zł trzy pokoje / balkon / komórka lokatorska Kupujący nie ponosi kosztów pośrednictwa sprzedaży! Szukasz...,pierwsze piętro
178.00,1,26.00,2,Poznań Nowe Miasto ul. Śródka,Polecam do sprzedaży kawalerkę w kamienicy w atrakcyjnej lokalizacji na poznańskiej Śródce. Lokal o pow. ok. 26m2 i wysokość 2 8m znajduje się na 2 piętrze w kamienicy (bez windy) składa się z otwartego salonu z aneksem kuchennym ok. 16 5m2 z..., drugie piętro 
504.00,3,80.27,1,Poznań Jeżyce ul. Szamotulska,Proponuję do zakupu atrakcyjne przestronne mieszkanie 3 pokojowe o powierzchni blisko 81m2m2 położone na pierwszym piętrze bloku z cegły z 1948 roku wg projektu ówczesnego naczelnego architekta Poznania p.Władysława Czarneckiego. Budynek...,pierwsze piętro
229.00,2,38.00,11,Poznań Poznań-Stare Miasto ul. Os. Przyjaźni,LOKALIZACJA Mieszkanie jest położone w jednej z lepiej skomunikowanych części miasta z centrum (tylko 1 przystanek tramwajem). W okół dużo sklepów market kino przychodnia oraz tereny rekreacyjne jak Park Sołacki czy Cytadela. OPIS MIESZKANIA...,jedenaste piętro
295.00,2,48.00,1,Poznań Łazarz,Poznań dwupoziomowe o pow.48m2 własnościowe z kw.Parter-salon z aneksem kuchennym wiatrołap .Pietro-sypialnia łazienka klatka schodowa.W sypialni szafa typu komandor czterodzialowa 2czesci lustra 2czesci szyby mleczne.Druga szafa na korytarzu...,pierwsze piętro
340.00,2,45.00,4,Poznań Winogrady ul. Pod Lipami,Oferuje do sprzedaży przepiękne słoneczne mieszkanie znajdujące się w apartamencie na 4 piętrze na Winogradach ul .Naramowicka/ Serbska wybudowane w 2009 roku przez firmę Ataner 0 powierzchni 45 m 2 składające się z 2 pokoi niezależnych ...,czwarte piętro
346.27,2,55.85,4,Poznań Winogrady ul. Hawelańska Lechicka,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....,czwarte piętro
210.00,1,40.70,2,Poznań Grunwald ul. Grochowska 46,Wystawiam na sprzedaż – bezpośrednio - przestronną kawalerkę o metrażu 40 7 m2 która mieści się na drugim piętrze czteropiętrowego bloku przy ulicy Grochowskiej 46/11. Lokalizacja Mieszkanie posiada okna i balkon zwrócone na wschód. Rozpościera..., drugie piętro 
375.00,2,62.00,1,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Czapla,Polecamy na sprzedaż 2- pokojowe mieszkanie w bardzo dobrej lokalizacji 10 min do Starego Rynku na WINOGRADACH przy ulicy Czapla. Mieści się na I piętrze niskiego czteropiętrowego budynku z 1997 r. Zbudowany został w solidnej technologii z...,pierwsze piętro
299.00,3,45.00,4,Poznań Grunwald ul. Bukowska 132,Do sprzedaż mieszkanie 3 pokojowe po całkowitym remoncie 08-2015r. Idealne do zamieszkania lub jako inwestycja pod wynajem jako całość lub na pokoje. Poznań Grunwald ul. Bukowska 132. Przychód z najmu około 2550zł miesięcznie. BLOK i POŁOŻENIE...,czwarte piętro
265.00,2,50.00,4,Poznań Wilda ul. Chłapowskiego,Polecam na sprzedaż atrakcyjne 2-pokojowe mieszkanie na poznańskiej Wildzie. Lokal zajmuje powierzchnię 50 mkw. i położony jest na 4. piętrze niskiego bloku z cegły zbudowanego w 1980 roku. Składa się z 2 przestronnych pokoi jasnej oddzielnej...,czwarte piętro
397.00,3,91.00,2,Poznań Wilda ul. Fabryczna,Polecam do kupna atrakcyjne mieszkanie znajdujące się w kamienicy na Widzie przy spokojnej ulicy. Mieszkanie usytuowane jest na drugim piętrze w czteropiętrowej kamienicy częściowo wyremontowanej. Powierzchnia - 91 m2. Trzy niezależne duże..., drugie piętro 
450.00,4,124.00,3,Poznań Grunwald Łazarz ul. Skryta Matejki,Cena do negocjacji! Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego na Łazarzu przy ul. Skrytej (boczna ulica od Matejki) bardzo blisko Centrum. Kamienica z 1905r . Mieszkanie umeblowane ładne słoneczne. Powierzchnia..., trzecie
279.00,2,45.41,1,Poznań Nowe Miasto ul. Karpia,Jasne 2 pokojowe mieszkanie od słonecznej strony. Układ niezależny. Balkon z wejściem na niego z pokou dziennego. 1 piętro. Budynek z 2012 roku. Doskonała lokalizacja- os. Karpia w Naramowicach -piękne nadwarciańskie tereny spacerowe. Parking na...,pierwsze piętro
235.00,2,48.80,5,Poznań Nowe Miasto ul. 2 Ładne Pokoje W Mdm !,Zapraszam do zapoznania się z ofertą sprzedaży komfortowego mieszkania w Poznaniu! Mieszkanie mieści się w limitach finansowych programu Mieszkanie dla Młodych w którym wielkość dopłat wynosi od 26 284zł do 78 851zł. Zadbane mieszkanie w...,piąte piętro
359.00,3,58.00,1,Poznań Poznań-Grunwald ul. Grunwaldzka,Polecam na sprzedaż 3-pokojowe mieszkanie o powierzchni 58m2 na ul. Grunwaldzkiej (Grunwald). Lokal położony jest na 1 piętrze w niskim nowym bloku z cegły. W klatce schodowej jest tylko 9 mieszkań (po 3 mieszkania na piętro). W najbliższym...,pierwsze piętro
276.36,3,48.40,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
450.00,3,68.90,1,Poznań Naramowice ul. Błażeja,POLECAM NA SPRZEDAŻ MIESZKANIE O WYSOKIM STANDARDZIE Z OGRÓDKIEM 100 M! Na kameralnym osiedlu wśród niskich domów. OPIS MIESZKANIA: Mieszkanie usytuowane na parterze w niskim kameralnym apartamencie na Naramowicach przy ul. Błażeja o...,pierwsze piętro
290.00,2,49.00,1,Poznań Śródka,Polecamy na sprzedaż mieszkanie o powierzchni ok.49 mkw usytuowane na wysokim parterze trzypiętrowego budynku. Mieszkanie składa się z dwóch pokoi osobnej dużej kuchni łazienki przedpokoju do mieszkania przynależy też piwnica. Kuchnia...,pierwsze piętro
239.00,2,46.00,1,Poznań Stare Miasto ul. Os. Łokietka,Polecam na sprzedaż 2 pokojowe mieszkanie o dobrym standardzie (46m2)z balkonem typu loggia po generalnym remoncie. Własnościowe z księgą wieczystą. Mieszkanie jest bardzo ciche ciepłe i jasne. Mieszkanie o funkcjonalnym układzie pomieszczeń....,pierwsze piętro
333.06,3,54.60,4,Poznań ul. Umultowska,WIOSENNA PROMOCJA!!! MIESZKANIA W BARDZO ATRAKCYJNYCH CENACH!!! ZAPRASZAMY www.btm.poznan.pl Na sprzedaż mieszkanie na Piątkowie przy ul Umultowskiej 23 o pow. 54 6 m2 zlokalizowane na IV piętrze. Na metraż mieszkania składają się trzy ustawne...,czwarte piętro
319.00,2,46.00,1,Poznań Rataje Nowe Miasto Malta ul. Bliźniąt,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży zadbanego 2-pokojowego mieszkania zlokalizowanego w niskim budynku z cegły z 2010 roku przy ul. Bliźniąt os. Zodiak...,pierwsze piętro
277.00,2,46.10,3,Poznań Naramowice Piątkowo Winogrady ul. Sielawy,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży przytulnego dwupokojowego mieszkania znajdującego się przy ul. Sielawy (Naramowice). Osiedle zamknięte monitorowane..., trzecie
381.46,4,69.23,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
326.43,2,47.00,1,Poznań Stare Miasto Centrum ul. Strzelecka Półwiejska,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż mieszkanie o powierzchni 46 5 m2 składające się z salonu z aneksem kuchennym sypialni łazienki korytarza i balkonu. Nowa inwestycja przy ulicy Strzeleckiej w Poznaniu....,pierwsze piętro
550.00,2,60.00,1,Poznań Grunwald/Łazarz ul. Wojskowa,Przestronne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald/Łazarz. Jeden pokój z aneksem kuchennym okna wychodzące na wschód zachód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa kamień; Podłogi -...,pierwsze piętro
246.00,2,37.00,10,Poznań Bonin,Polecamy na sprzedaż dwupokojowe mieszkanie na 10 piętrze z pięknym widokiem na panoramę miasta!!! Mieszkanie składa się z dwóch pokoi kuchni łazienki. Do nieruchomości przynależy piwnica i garaż ogrzewany. Czynsz 360 zł + 70 zł za garaż....,dziesiąte piętro
225.00,2,42.20,11,Poznań Grunwald Górczyn ul. Galileusza,Piękne dwupokojowe mieszkanie na spokojnym osiedlu. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • w pełni wykończony lokal Nieruchomość złożona z: • pokój 15 8 m.kw • pokój 9 m.kw • hall 6 7 m.kw •...,jedenaste piętro
210.00,2,50.00,2,Poznań Ogrody Jeżyce ul. Szamotulska,Zapraszam do zapoznania się z ofertą sprzedaży przestronnego mieszkania położonego w pobliżu ulicy Szamotulskiej w Poznaniu. Atrakcyjne położenie budynku wśród otaczającej zieleni zapewnia ciszę i spokój a bliskość przystanków komunikacji..., drugie piętro 
235.58,2,38.62,3,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
350.00,2,56.60,1,Poznań Grunwald,| NA SPRZEDAŻ dwupokojowe mieszkanie o powierzchni 68 m2 znajdujące się na parterze odrestaurowanej kamienicy położonej przy ul. Głogowskiej przy Palacza w Poznaniu. Mieszkanie bardzo ciepłe przytulne oraz - co jest wielkim atutem - ciche ...,pierwsze piętro
143.00,1,18.00,9,Poznań Jeżyce Winiary Winogrady ul. Turkusowa,KAWALERKA 18 M.KW UL. TURKUSOWA BONIN 149 000 ! DOSKONAŁA LOKALIZACJA DO ZAMIESZKANIA I NA WYNAJEM BLISKO UP ! Oferuję na sprzedaż kawalerkę o pow.18 m.kw znajdujące się na 9 piętrze w bloku przy ul. Turkusowej. Kawalerka składa się z dużego...,dziewiąte piętro
340.00,3,65.00,2,Poznań Winogrady ul. Os. Kosmonautów,Polecam na sprzedaż 3 pokojowe mieszkanie znajdujące się na 2 piętrze w niskim bloku na poznańskim osiedlu Kosmonautów. Jego powierzchnia to 64 8 m2 w skład której wchodzi: salon z balkonem (ok.25m2); sypialnia (ok.12m2); sypialnia (ok.11m2);..., drugie piętro 
225.00,2,49.00,1,Poznań Grunwald Łazarz ul. Stablewskiego Potockiej,***KUPUJ BEZPIECZNIE - OFERTA LICENCJONOWANEGO POŚREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI*** Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego na Łazarzu ( Grunwaldzie) przy ulicy Stablewskiego blisko centrum Budynek z...,pierwsze piętro
230.00,2,50.00,7,Poznań Rataje Centrum Jeżyce Łazarz ul. Piastowskie Os.,Polecam na sprzedaż mieszkanie 2 pokojowe na os.Piastowskim usytuowane w Centrum Poznania. Na terenie osiedla znajduje się szkoła sportowa pływalnia siłownia teren rekreacyjny MOSiR oraz liczne sklepy - Biedronka Chata Polska Lidl Selgros ...,siódme piętro
385.00,2,46.00,3,Poznań Nowe Miasto ul. Katowicka Nowy Luks. Apartamentowiec,Poznań okolice Malty ulica Katowicka w najnowszym luksusowym kompleksie apartamentowców ATANERA z 2008roku na sprzedaż śliczne zadbane mieszkanie o powierzchni 45 80m2. Usytuowane jest na 3 piętrze w 5 pietrowym apartamentowcu z windą...., trzecie
169.00,2,40.00,1,Poznań Wilda ul. 28 Czerwca 1956r. Kosińskiego Mdm,Polecam mieszkanie na sprzedaż - 40 m2 2 pokoje dobra lokalizacja blisko tramwaju i centrum Poznania! OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY DOFINANSOWANIA! *Przykładowa dopłata MDM dla osób nieposiadających dzieci wynosi 21...,pierwsze piętro
456.87,3,71.70,4,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,czwarte piętro
245.00,2,42.90,10,Poznań Rataje ul. Czecha,Witam. Mam do sprzedania mieszkanie w Poznaniu na Osiedlu Czecha. Mieszkanie jest częściowo umeblowane 2 niezależne pokoje kuchnia meble pod zabudowę w korytarzu znajdują się dwa bardzo pojemne senatory łazienka 3lata temu po gruntownym...,dziesiąte piętro
355.00,3,79.00,11,Poznań Nowe Miasto ul. 3 Pokoje Słoneczne Os.Orła Białego,Zapraszam do zapoznania się z ofertą sprzedaży funkcjonalnego mieszkania na osiedlu Orła Białego w Poznaniu. Mieszkanie idealnie spełnia funkcję przytulnego mieszkania dla rodziny. Ustawne pomieszczenia i słoneczne wnętrza gwarantują codzienny...,jedenaste piętro
